bandName,bandNumber,address,postalCode,txtPone,website
Soowahlie,Soowahlie,"4393 SOOWAHLIE ROAD, CULTUS LAKE, BC",V2R 4Y2,(604) 858-4631,http://www.soowahlie.ca/home.html
Soowahlie,Soowahlie,"4393 SOOWAHLIE ROAD, CULTUS LAKE, BC",V2R 4Y2,(604) 858-4631,http://www.soowahlie.ca/home.html
Squiala First Nation,Squiala First Nation,"45005 SQUIALA ROAD, CHILLIWACK, BC",V2P 7Z9,(604) 792-8300,http://www.squiala.com/index.php
Tzeachten,Tzeachten,"45855 PROMONTORY ROAD, CHILLIWACK, BC",V2R 0H3,(604) 858-3888,http://www.tzeachten.ca/
Tzeachten,Tzeachten,"45855 PROMONTORY ROAD, CHILLIWACK, BC",V2R 0H3,(604) 858-3888,http://www.tzeachten.ca/
Tsawwassen First Nation,Tsawwassen First Nation,"1926 TSAWWASSEN DR. N., DELTA, BC",V4M 4G4,(604) 943-2112,http://www.tsawwassenfirstnation.com/
Tsawwassen First Nation,Tsawwassen First Nation,"1926 TSAWWASSEN DR. N., DELTA, BC",V4M 4G4,(604) 943-2112,http://www.tsawwassenfirstnation.com/
Leq'á:mel First Nation,Leq'á:mel First Nation,"43101 LEQ'A: MEL WAY, DEROCHE, BC",V0M 1G0,(604) 826-7976,http://www.lakahahmen.com/
Leq'á:mel First Nation,Leq'á:mel First Nation,"43101 LEQ'A: MEL WAY, DEROCHE, BC",V0M 1G0,(604) 826-7976,http://www.lakahahmen.com/
Seabird Island,Seabird Island,"PO BOX 650, AGASSIZ, BC",V0M 1A0,(604) 796-2177,http://www.seabirdisland.ca/
Skawahlook First Nation,Skawahlook First Nation,"58611A LOUGHEED HWY, AGASSIZ, BC",V0M 1A2,(604) 796-9129,http://www.skawahlook.com/
Skawahlook First Nation,Skawahlook First Nation,"58611A LOUGHEED HWY, AGASSIZ, BC",V0M 1A2,(604) 796-9129,http://www.skawahlook.com/
Cheam,Cheam,"52161 Victor Drive, Rosedale, BC",V0X 1X1,(604) 794-7924,http://www.cheam.ca/
Cheam,Cheam,"52161 Victor Drive, Rosedale, BC",V0X 1X1,(604) 794-7924,http://www.cheam.ca/
Cheam,Cheam,"52161 Victor Drive, Rosedale, BC",V0X 1X1,(604) 794-7924,http://www.cheam.ca/
Shxw'ow'hamel First Nation,Shxw'ow'hamel First Nation,"58700A ST. ELMO ROAD, HOPE, BC",V0X 1L2,(604) 869-2627,http://www.shxwowhamel.ca/
Union Bar First Nation,Union Bar First Nation,"66427 KAWKAWA LAKE RD, HOPE, BC",V0X 1L1,(604) 869-9930,http://www.unionbarfirstnations.com
Yale First Nation,Yale First Nation,"PO BOX 1869, HOPE, BC",V0X 1L0,(604) 869-0013,http://www.yalefirstnation.ca/
Bridge River,Bridge River,"PO BOX 190, LILLOOET, BC",V0K 1V0,(250) 256-7423,http://www.xwisten.ca/
Bridge River,Bridge River,"PO BOX 190, LILLOOET, BC",V0K 1V0,(250) 256-7423,http://www.xwisten.ca/
Xaxli'p,Xaxli'p,"PO BOX 1330, LILLOOET, BC",V0K 1V0,(250) 256-4800,http://www.xaxlip.ca/
T'it'q'et,T'it'q'et,"PO BOX 615, LILLOOET, BC",V0K 1V0,(250) 256-4118,http://www.titqet.org/
Ts'kw'aylaxw First Nation,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC",V0K 1V0,(250) 256-4204,http://www.tskwaylaxw.com/
Tsal'alh,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC",V0N 3C0,(250) 259-8227,http://tsalalh.net/
Osoyoos,Osoyoos,"1155 SEN POK CHIN BLVD, OLIVER, BC",V0H 1T8,(250) 498-3444,http://www.oib.ca/
Penticton,Penticton,"RR 2 SITE 80 COMP 19, PENTICTON, BC",V2A 6J7,(250) 493-0048,http://www.pib.ca
Lower Similkameen,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC",V0X 1N0,(250) 499-5528,http://www.lsib.net/
Lower Similkameen,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC",V0X 1N0,(250) 499-5528,http://www.lsib.net/
Splatsin,Splatsin,"PO BOX 460, ENDERBY, BC",V0E 1V0,(250) 838-6496,http://www.splatsin.ca/
Westbank First Nation,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC",V1Z 3J2,(250) 769-4999,http://www.wfn.ca/
Westbank First Nation,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC",V1Z 3J2,(250) 769-4999,http://www.wfn.ca/
Westbank First Nation,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC",V1Z 3J2,(250) 769-4999,http://www.wfn.ca/
?Akisq'nuk First Nation,?Akisq'nuk First Nation,"3050 HIGHWAY 93 / 95, WINDERMERE, BC",V0B 2L2,(250) 342-6301,http://akisqnuk.org/home/
Shuswap,Shuswap,"RR#2, 3A - 492 Arrow Road, INVERMERE, BC",V0A 1K2,(250) 341-3678,http://www.shuswapband.net/
Shuswap,Shuswap,"RR#2, 3A - 492 Arrow Road, INVERMERE, BC",V0A 1K2,(250) 341-3678,http://www.shuswapband.net/
Lake Babine Nation,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC",V0J 1E0,(250) 692-4700,http://www.lakebabine.com/nation
Takla Nation,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC",V2L 3G7,(250) 564-9321,http://www.taklafn.ca/
Takla Nation,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC",V2L 3G7,(250) 564-9321,http://www.taklafn.ca/
Kwadacha,Kwadacha,"497 - 3RD AVENUE, PRINCE GEORGE, BC",V2L 3C1,(250) 563-4161,http://www.kwadacha.com/nation
Lheidli T'enneh,Lheidli T'enneh,"1041 WHENUN ROAD, PRINCE GEORGE, BC",V2K 5X8,(250) 963-8451,http://www.lheidli.ca/default.htm
Nadleh Whuten,Nadleh Whuten,"PO BOX 36, FORT FRASER, BC",V0J 1N0,(250) 690-7211,http://www.nadleh.ca/
Stellat'en First Nation,Stellat'en First Nation,"PO BOX 760, FRASER LAKE, BC",V0J 1S0,(250) 699-8747,http://www.stellaten.ca/stellaten/
Nak'azdli Whut'en,Nak'azdli Whut'en,"PO BOX 1329, FORT ST. JAMES, BC",V0J 1P0,(250) 996-7171,http://www.nakazdli.ca/
Saik'uz First Nation,Saik'uz First Nation,"135 JOSEPH STREET, VANDERHOOF, BC",V0J 3A1,(250) 567-9293,http://www.cstc.bc.ca/cstc/43/saikuz+first+nation
Okanagan,Okanagan,"12420 WESTSIDE RD, VERNON, BC",V1H 2A4,(250) 542-4328,http://www.okib.ca/
Tl'azt'en Nation,Tl'azt'en Nation,"PO BOX 670, FORT ST. JAMES, BC",V0J 1P0,(250) 648-3212,http://www.tlaztennation.ca
McLeod Lake,McLeod Lake,"GENERAL DELIVERY, MCLEOD LAKE, BC",V0J 2G0,(250) 750-4415,http://www.mlib.ca/
Burns Lake,Burns Lake,"BAG 9000, BURNS LAKE, BC",V0J 1E0,(250) 692-7717,http://www.burnslakeband.ca/
Cheslatta Carrier Nation,Cheslatta Carrier Nation,"PO BOX 909, BURNS LAKE, BC",V0J 1E0,(250) 694-3334,http://www.cheslatta.com/Community/Community.html
Cheslatta Carrier Nation,Cheslatta Carrier Nation,"PO BOX 909, BURNS LAKE, BC",V0J 1E0,(250) 694-3334,http://www.cheslatta.com/Community/Community.html
Cheslatta Carrier Nation,Cheslatta Carrier Nation,"PO BOX 909, BURNS LAKE, BC",V0J 1E0,(250) 694-3334,http://www.cheslatta.com/Community/Community.html
Cape Mudge,Cape Mudge,"690 HEADSTART CRES, CAMPBELL RIVER, BC",V9H 1P9,(250) 914-1890,http://www.wewaikai.com/
K'ómoks First Nation,K'ómoks First Nation,"3330 COMOX ROAD, COURTENAY, BC",V9N 3P8,(250) 339-4545,http://www.comoxband.ca/index.php
Kwikwasut'inuxw Haxwa'mis,Kwikwasut'inuxw Haxwa'mis,"PO BOX 10, ALERT BAY, BC",V0N 1A0,(250) 974-3001,http://khfn.ca/
Kwakiutl,Kwakiutl,"PO BOX 1440, PORT HARDY, BC",V0N 2P0,(250) 949-6012,http://www.kwakiutl.ca/
Kwakiutl,Kwakiutl,"PO BOX 1440, PORT HARDY, BC",V0N 2P0,(250) 949-6012,http://www.kwakiutl.ca/
Kwiakah,Kwiakah,"PO BOX 437, STATION A, CAMPBELL RIVER, BC",V9W 5B6, ,http://kwiakah.com/index.htm
Kwiakah,Kwiakah,"PO BOX 437, STATION A, CAMPBELL RIVER, BC",V9W 5B6, ,http://kwiakah.com/index.htm
Mowachaht/Muchalaht,Mowachaht/Muchalaht,"PO BOX 459, GOLD RIVER, BC",V0P 1G0,(250) 283-2015,http://www.yuquot.ca/
Namgis First Nation,Namgis First Nation,"PO BOX 210, ALERT BAY, BC",V0N 1A0,(250) 974-5556,http://www.namgis.bc.ca/SitePages/HomepageNEW.aspx
Namgis First Nation,Namgis First Nation,"PO BOX 210, ALERT BAY, BC",V0N 1A0,(250) 974-5556,http://www.namgis.bc.ca/SitePages/HomepageNEW.aspx
Quatsino,Quatsino,"305 QUATTISHE ROAD, COAL HARBOUR, BC",V0N 1K0,(250) 949-6245,http://quatsinofn.com/
Ehattesaht,Ehattesaht,"PO BOX 59, ZEBALLOS, BC",V0P 2A0,(250) 761-4155,http://www.ehattesaht.com/index.html
Da'naxda'xw First Nation,Da'naxda'xw First Nation,"PO BOX 330, ALERT BAY, BC",V0N 1A0,(250) 974-2703,http://www.danaxdaxw.com/
Dzawada'enuxw First Nation,Dzawada'enuxw First Nation,"GENERAL DELIVERY, KINGCOME INLET, BC",V0N 2B0,(250) 974-3013,http://www.kingcome.ca/
Dzawada'enuxw First Nation,Dzawada'enuxw First Nation,"GENERAL DELIVERY, KINGCOME INLET, BC",V0N 2B0,(250) 974-3013,http://www.kingcome.ca/
Dzawada'enuxw First Nation,Dzawada'enuxw First Nation,"GENERAL DELIVERY, KINGCOME INLET, BC",V0N 2B0,(250) 974-3013,http://www.kingcome.ca/
Nuchatlaht,Nuchatlaht,"PO BOX 40, ZEBALLOS, BC",V0P 2A0,(250) 332-5908,http://www.nuchatlaht.com/
Beecher Bay,Beecher Bay,"4901B EAST SOOKE ROAD, SOOKE, BC",V9Z 1B6,(250) 478-3535,http://www.beecherbaybc.com/
Beecher Bay,Beecher Bay,"4901B EAST SOOKE ROAD, SOOKE, BC",V9Z 1B6,(250) 478-3535,http://www.beecherbaybc.com/
Cowichan,Cowichan,"5760 ALLENBY ROAD, DUNCAN, BC",V9L 5J1,(250) 748-3196,http://www.cowichantribes.com/
Ts'uubaa-asatx,Ts'uubaa-asatx,"313B DEER ROAD, PO BOX 159, LAKE COWICHAN, BC",V0R 2G0,(250) 749-3301,http://www.lakecowichanfn.com/
Esquimalt,Esquimalt,"1189 KOSAPSUM CRESCENT, VICTORIA, BC",V9A 7K7,(250) 381-7861,http://www.esquimaltnation.ca/
Halalt,Halalt,"7973 CHEMAINUS ROAD, RR 5, CHEMAINUS, BC",V0R 1K5,(250) 246-4736,http://www.halalt.org/index.html
Lyackson,Lyackson,"7973A CHEMAINUS ROAD, CHEMAINUS, BC",V0R 1K5,(250) 246-5019,http://www.lyackson.bc.ca/
Malahat Nation,Malahat Nation,"110 THUNDER ROAD, RR 4, MILL BAY, BC",V0R 2P4,(250) 743-3231,http://www.malahatnation.ca/
Snuneymuxw First Nation,Snuneymuxw First Nation,"668 CENTRE STREET, NANAIMO, BC",V9R 4Z4,(250) 740-2300,http://www.snuneymuxw.ca/
Nanoose First Nation,Nanoose First Nation,"209 MALLARD WAY, LANTZVILLE, BC",V0R 2H0,(250) 390-3661,http://www.nanoose.org/
Penelakut Tribe,Penelakut Tribe,"PO BOX 360, CHEMAINUS, BC",V0R 1K0,(250) 246-2321,http://www.penelakut.ca/
Penelakut Tribe,Penelakut Tribe,"PO BOX 360, CHEMAINUS, BC",V0R 1K0,(250) 246-2321,http://www.penelakut.ca/
Penelakut Tribe,Penelakut Tribe,"PO BOX 360, CHEMAINUS, BC",V0R 1K0,(250) 246-2321,http://www.penelakut.ca/
Tsartlip,Tsartlip,"PO BOX 70, #1 Boatramp Road, BRENTWOOD BAY, BC",V8M 1R3,(250) 652-3988,http://www.tsartlip.com/
Tsawout First Nation,Tsawout First Nation,"7728 TETAYUT ROAD, SAANICHTON, BC",V8M 2E4,(250) 652-9101,http://www.tsawout.com/
Tseycum,Tseycum,"1210 TOTEM LANE, NORTH SAANICH, BC",V8L 5S4,(250) 656-0858,http://www.tseycum.ca/
Songhees Nation,Songhees Nation,"1100 ADMIRALS RD, VICTORIA, BC",V9A 2P6,(250) 386-1043,http://www.songheesnation.ca/
T'Sou-ke First Nation,T'Sou-ke First Nation,"PO BOX 307, SOOKE, BC",V9Z 1G1,(250) 642-3957,http://www.tsoukenation.com/
Pacheedaht First Nation,Pacheedaht First Nation,"GENERAL DELIVERY, PORT RENFREW, BC",V0S 1K0,(250) 647-5521,http://pacheedahtfirstnation.com/
Ahousaht,Ahousaht,"GENERAL DELIVERY, AHOUSAHT, BC",V0R 1A0,(250) 670-9563,http://www.ahousaht.ca/
Tla-o-qui-aht First Nations,Tla-o-qui-aht First Nations,"PO BOX 18, TOFINO, BC",V0R 2Z0,(250) 725-3350,http://www.tla-o-qui-aht.org/
Tla-o-qui-aht First Nations,Tla-o-qui-aht First Nations,"PO BOX 18, TOFINO, BC",V0R 2Z0,(250) 725-3350,http://www.tla-o-qui-aht.org/
Ditidaht,Ditidaht,"PO BOX 340, PORT ALBERNI, BC",V9Y 7M8,(250) 745-3333,http://www.ditidaht.ca/
Huu-ay-aht First Nations,Huu-ay-aht First Nations,"HUU-AY-AHT TREATY OFFICE, 3483 3RD AVE, PORT ALBERNI, BC",V9Y 4E4,(250) 728-3414,http://www.huuayaht.org/
Hupacasath First Nation,Hupacasath First Nation,"PO BOX 211, PORT ALBERNI, BC",V9Y 7M7,(250) 724-4041,http://www.hupacasath.ca/
Tseshaht,Tseshaht,"5091 TSUMA-AS DR, PORT ALBERNI, BC",V9Y 8X9,(250) 724-1225,http://www.tseshaht.com
Toquaht,Toquaht,"1971 PENINSULA ROAD, PO BOX 759, UCLUELET, BC",V0R 3A0,(250) 726-4230,http://www.toquaht.ca/
Uchucklesaht,Uchucklesaht,"5251 ARGYLE STREET, SUITE A, PORT ALBERNI, BC",V9Y 1V1,(250) 724-1832,http://www.uchucklesaht.ca/
Ucluelet First Nation,Ucluelet First Nation,"PO BOX 699, UCLUELET, BC",V0R 3A0,(250) 726-7342,http://www.ufn.ca/
Old Massett Village Council,Old Massett Village Council,"PO BOX 189, OLD MASSET, BC",V0T 1M0,(250) 626-3337,http://www.haidanation.ca/
Skidegate,Skidegate,"PO BOX 1301, SKIDEGATE, BC",V0T 1S1,(250) 559-4496,http://www.skidegate.ca/
Nisga'a Village of Gingolx,Nisga'a Village of Gingolx,"607 FRONT ST, GINGOLX, BC",V0V 1B0,(250) 326-4212,http://www.gingolx.ca/home.html
Gitxaala Nation,Gitxaala Nation,"PO BOX 149, KITKATLA, BC",V0V 1C0,(250) 848-2214,http://gitxaalanation.com/
Metlakatla First Nation,Metlakatla First Nation,"PO BOX 459, PRINCE RUPERT, BC",V8J 3R2,(250) 628-3234,http://www.metlakatla.ca%20
Lax Kw'alaams,Lax Kw'alaams,"206 SHASHAAK STREET, LAX KW'ALAAMS, BC",V0V 1H0,(250) 625-3293,http://www.laxkwalaams.ca
Gitga'at First Nation,Gitga'at First Nation,"GENERAL DELIVERY, 445 HAYIMIISAXAA WAY, HARTLEY BAY, BC",V0V 1A0,(250) 841-2500,http://www.gitgaat.net/
Haisla Nation,Haisla Nation,"PO BOX 1101, HAISLA, BC",V0T 2B0,(250) 639-9361,http://www.haisla.ca/
Nisga'a Village of New Aiyansh,Nisga'a Village of New Aiyansh,"PO BOX 233, 5200 SKATEEN DR, NEW AIYANSH, BC",V0J 1A0,(250) 633-2215,http://www.nisgaanation.ca/gitlaxtaamiks
Nisga'a Village of Laxgalt'sap,Nisga'a Village of Laxgalt'sap,"PO BOX 200, 416 NORTH RD, GREENVILLE, BC",V0J 1X0,(250) 621-3212,http://www.nisgaanation.ca/laxgaltsap-greenville
Nisga'a Village of Gitwinksihlkw,Nisga'a Village of Gitwinksihlkw,"PO BOX 1, 3004 TS'OOHL TS'AP AVE, GITWINKSIHLKW, BC",V0J 3T0,(250) 633-2294,http://www.nisgaalisims.ca/?q=gitwinksihlkw-home-nass-river
Kitselas,Kitselas,"2225 GITAUS ROAD, TERRACE, BC",V8G 0A9,(250) 635-5084,http://www.kitselas.com/
Kitsumkalum,Kitsumkalum,"PO BOX 544, TERRACE, BC",V8G 4B5,(250) 635-6177,http://www.kitsumkalum.bc.ca/
Tahltan,Tahltan,"PO BOX 46, TELEGRAPH CREEK, BC",V0J 2W0,(250) 235-3151,http://www.tahltan.ca/
Iskut,Iskut,"PO BOX 30, ISKUT, BC",V0J 1K0,(250) 234-3331,http://iskut.org/
Adams Lake,Adams Lake,"PO BOX 588, CHASE, BC",V0E 1M0,(250) 679-8841,http://www.shuswapnation.org/bands/member-bands/adamslake.html
Adams Lake,Adams Lake,"PO BOX 588, CHASE, BC",V0E 1M0,(250) 679-8841,http://www.shuswapnation.org/bands/member-bands/adamslake.html
Bonaparte,Bonaparte,"PO BOX 669, CACHE CREEK, BC",V0K 1H0,(250) 457-9624,http://www.bonaparteindianband.com/
Skeetchestn,Skeetchestn,"PO BOX 178, SAVONA, BC",V0K 2J0,(250) 373-2493,http://www.skeetchestn.ca/
Tk'emlúps te Secwépemc,Tk'emlúps te Secwépemc,"200 -  330 CHIEF ALEX THOMAS WAY, KAMLOOPS, BC",V2H 1H1,(250) 828-9700,http://www.tkemlups.ca/
Little Shuswap Lake,Little Shuswap Lake,"1886 LITTLE SHUSWAP LAKE ROAD, CHASE, BC",V0E 1M2,(250) 679-3203,http://www.lslib.com/
Neskonlith,Neskonlith,"PO BOX 318, CHASE, BC",V0E 1M0,(250) 679-3295,http://www.neskonlith.org/
Simpcw First Nation,Simpcw First Nation,"PO BOX 220, BARRIERE, BC",V0E 1E0,(250) 672-9995,http://www.simpcw.com/
Simpcw First Nation,Simpcw First Nation,"PO BOX 220, BARRIERE, BC",V0E 1E0,(250) 672-9995,http://www.simpcw.com/
Coldwater,Coldwater,"PO BOX 4600, MERRITT, BC",V1K 1B8,(250) 378-6174,http://coldwaterband.com/
Coldwater,Coldwater,"PO BOX 4600, MERRITT, BC",V1K 1B8,(250) 378-6174,http://coldwaterband.com/
Lower Nicola,Lower Nicola,"181 NAWISHASKIN LANE, MERRITT, BC",V1K 0A7,(250) 378-5157,http://www.lnib.net/default.htm
Nicomen,Nicomen,"PO BOX 670, LYTTON, BC",V0K 1Z0,(250) 455-2514,http://www.nicomenband.com/
Upper Nicola,Upper Nicola,"PO BOX 3700, MERRITT, BC",V1K 1B8,(250) 350-3342,http://www.uppernicola.com/
Upper Nicola,Upper Nicola,"PO BOX 3700, MERRITT, BC",V1K 1B8,(250) 350-3342,http://www.uppernicola.com/
Upper Nicola,Upper Nicola,"PO BOX 3700, MERRITT, BC",V1K 1B8,(250) 350-3342,http://www.uppernicola.com/
Upper Nicola,Upper Nicola,"PO BOX 3700, MERRITT, BC",V1K 1B8,(250) 350-3342,http://www.uppernicola.com/
Boston Bar First Nation,Boston Bar First Nation,"PO BOX 369, BOSTON BAR, BC",V0K 1C0,(604) 867-8844,http://www.bostonbarfirstnation.com/
Whispering Pines/Clinton,Whispering Pines/Clinton,"615 WHISPERING PINES DRIVE, KAMLOOPS, BC",V2B 8S4,(250) 579-5772,http://www.wpcib.com/
High Bar,High Bar,"PO BOX 458, CLINTON, BC",V0K 1K0,(250) 459-2117,https://www.highbarfirstnations.com/
High Bar,High Bar,"PO BOX 458, CLINTON, BC",V0K 1K0,(250) 459-2117,https://www.highbarfirstnations.com/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Lytton,Lytton,"PO BOX 20, LYTTON, BC",V0K 1Z0,(250) 455-2304,http://www.lyttonfirstnations.ca/
Esk'etemc,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC",V0L 1B0,(250) 440-5611,http://www.esketemc.org/
Esk'etemc,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC",V0L 1B0,(250) 440-5611,http://www.esketemc.org/
Canim Lake,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC",V0K 2E0,(250) 397-2227,http://www.canimlakeband.com/
Xeni Gwet'in First Nations Government,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC",V0L 1X0,(250) 394-7023,http://www.xenigwetin.com/
Xeni Gwet'in First Nations Government,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC",V0L 1X0,(250) 394-7023,http://www.xenigwetin.com/
Soda Creek,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC",V2G 5L5,(250) 989-2323,http://www.xatsull.com/
Soda Creek,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC",V2G 5L5,(250) 989-2323,http://www.xatsull.com/
Soda Creek,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC",V2G 5L5,(250) 989-2323,http://www.xatsull.com/
Williams Lake,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC",V2G 5K9,(250) 296-3507,http://www.williamslakeband.ca
Nazko First Nation,Nazko First Nation,"PO BOX 4129, QUESNEL, BC",V2J 3J2,(250) 992-9085,http://nazkoband.ca/
Lhoosk'uz Dene Nation,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC",V2J 3J8,(250) 992-3290,http://www.lhooskuz.com/
Lhoosk'uz Dene Nation,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC",V2J 3J8,(250) 992-3290,http://www.lhooskuz.com/
Stswecem'c Xgat'tem First Nation,Stswecem'c Xgat'tem First Nation,"GENERAL DELIVERY, DOG CREEK, BC",V0L 1J0,(250) 440-5645,http://canoecreekband.ca/
Stswecem'c Xgat'tem First Nation,Stswecem'c Xgat'tem First Nation,"GENERAL DELIVERY, DOG CREEK, BC",V0L 1J0,(250) 440-5645,http://canoecreekband.ca/
Wet'suwet'en First Nation,Wet'suwet'en First Nation,"PO BOX 760, BURNS LAKE, BC",V0J 1E0,(250) 698-7307,http://www.cstc.bc.ca/cstc/44/wetsuweten+first+nation
Wet'suwet'en First Nation,Wet'suwet'en First Nation,"PO BOX 760, BURNS LAKE, BC",V0J 1E0,(250) 698-7307,http://www.cstc.bc.ca/cstc/44/wetsuweten+first+nation
Wet'suwet'en First Nation,Wet'suwet'en First Nation,"PO BOX 760, BURNS LAKE, BC",V0J 1E0,(250) 698-7307,http://www.cstc.bc.ca/cstc/44/wetsuweten+first+nation
Yekooche First Nation,Yekooche First Nation,"1890 - 3RD AVENUE, PRINCE GEORGE, BC",V2M 1G4,(250) 562-0592,http://www.yekooche.com/
Yekooche First Nation,Yekooche First Nation,"1890 - 3RD AVENUE, PRINCE GEORGE, BC",V2M 1G4,(250) 562-0592,http://www.yekooche.com/
Binche Whut'en,Binche Whut'en,"204 Mandine Drive, PO Box 2039, Fort St. James, BC",V0J 1P0,(250) 648-3232,http://binchekeyoh.ca/
